day,user_id,month_day,month,week_day,days_offline,online_days,avg_online,offline_days,avg_ofline,avg_submits_14d,success_rate_14d,solved_total,avg_level_task,max_level_task_solved,day_score_14,total_score,target_14d
10/07/22,785,0.1,0.7,0.7,1,4,0.21052631578947367,15,0.7894736842105263,0.7857142857142857,0.18181818181818182,4,0,0,1.600000023841858,3.540000081062317,0
11/07/22,785,0.11,0.7,0.1,2,4,0.2,16,0.8,0.7857142857142857,0.18181818181818182,4,0,0,1.600000023841858,3.540000081062317,0
12/07/22,785,0.12,0.7,0.2,3,4,0.19047619047619047,17,0.8095238095238095,0.42857142857142855,0.3333333333333333,4,0,0,1.600000023841858,3.540000081062317,0
13/07/22,785,0.13,0.7,0.3,4,4,0.18181818181818182,18,0.8181818181818182,0.07142857142857142,0,4,0,0,0,3.540000081062317,0
14/07/22,785,0.14,0.7,0.4,0,5,0.21739130434782608,18,0.782608695652174,0.21428571428571427,0,4,2,0,0,3.540000081062317,0
15/07/22,785,0.15,0.7,0.5,0,6,0.25,18,0.75,0.2857142857142857,0,4,2,0,0,3.540000081062317,0
16/07/22,785,0.16,0.7,0.6,0,7,0.28,18,0.72,0.35714285714285715,0,4,2,0,0,3.540000081062317,0
17/07/22,785,0.17,0.7,0.7,1,7,0.2692307692307692,19,0.7307692307692307,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
18/07/22,785,0.18,0.7,0.1,2,7,0.25925925925925924,20,0.7407407407407407,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
19/07/22,785,0.19,0.7,0.2,3,7,0.25,21,0.75,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
20/07/22,785,0.2,0.7,0.3,4,7,0.2413793103448276,22,0.7586206896551724,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
21/07/22,785,0.21,0.7,0.4,5,7,0.23333333333333334,23,0.7666666666666667,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
22/07/22,785,0.22,0.7,0.5,0,8,0.25806451612903225,23,0.7419354838709677,0.42857142857142855,0,4,2,0,0,3.540000081062317,0
23/07/22,785,0.23,0.7,0.6,1,8,0.25,24,0.75,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
24/07/22,785,0.24,0.7,0.7,2,8,0.24242424242424243,25,0.7575757575757576,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
25/07/22,785,0.25,0.7,0.1,3,8,0.23529411764705882,26,0.7647058823529411,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
26/07/22,785,0.26,0.7,0.2,4,8,0.22857142857142856,27,0.7714285714285715,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
27/07/22,785,0.27,0.7,0.3,5,8,0.2222222222222222,28,0.7777777777777778,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
28/07/22,785,0.28,0.7,0.4,0,9,0.24324324324324326,28,0.7567567567567568,0.42857142857142855,0,4,2,0,0,3.540000081062317,0
29/07/22,785,0.29,0.7,0.5,1,9,0.23684210526315788,29,0.7631578947368421,0.35714285714285715,0,4,0,0,0,3.540000081062317,0
30/07/22,785,0.3,0.7,0.6,2,9,0.23076923076923078,30,0.7692307692307693,0.2857142857142857,0,4,0,0,0,3.540000081062317,0
31/07/22,785,0.31,0.7,0.7,3,9,0.225,31,0.775,0.2857142857142857,0,4,0,0,0,3.540000081062317,0
01/08/22,785,0.01,0.8,0.1,4,9,0.21951219512195122,32,0.7804878048780488,0.2857142857142857,0,4,0,0,0,3.540000081062317,0
02/08/22,785,0.02,0.8,0.2,0,10,0.23809523809523808,32,0.7619047619047619,0.42857142857142855,0.16666666666666666,5,2,2,0.949999988079071,4.490000069141388,0
03/08/22,785,0.03,0.8,0.3,1,10,0.23255813953488372,33,0.7674418604651163,0.42857142857142855,0.16666666666666666,5,0,0,0.949999988079071,4.490000069141388,0
04/08/22,785,0.04,0.8,0.4,2,10,0.22727272727272727,34,0.7727272727272727,0.42857142857142855,0.16666666666666666,5,0,0,0.949999988079071,4.490000069141388,0
05/08/22,785,0.05,0.8,0.5,3,10,0.2222222222222222,35,0.7777777777777778,0.35714285714285715,0.2,5,0,0,0.949999988079071,4.490000069141388,0
06/08/22,785,0.06,0.8,0.6,4,10,0.21739130434782608,36,0.782608695652174,0.35714285714285715,0.2,5,0,0,0.949999988079071,4.490000069141388,0
07/08/22,785,0.07,0.8,0.7,5,10,0.2127659574468085,37,0.7872340425531915,0.35714285714285715,0.2,5,0,0,0.949999988079071,4.490000069141388,0
08/08/22,785,0.08,0.8,0.1,6,10,0.20833333333333334,38,0.7916666666666666,0.35714285714285715,0.2,5,0,0,0.949999988079071,4.490000069141388,0
09/08/22,785,0.09,0.8,0.2,7,10,0.20408163265306123,39,0.7959183673469388,0.35714285714285715,0.2,5,0,0,0.949999988079071,4.490000069141388,0
10/08/22,785,0.1,0.8,0.3,8,10,0.2,40,0.8,0.35714285714285715,0.2,5,0,0,0.949999988079071,4.490000069141388,0
11/08/22,785,0.11,0.8,0.4,9,10,0.19607843137254902,41,0.803921568627451,0.14285714285714285,0.5,5,0,0,0.949999988079071,4.490000069141388,0
12/08/22,785,0.12,0.8,0.5,10,10,0.19230769230769232,42,0.8076923076923077,0.14285714285714285,0.5,5,0,0,0.949999988079071,4.490000069141388,0
13/08/22,785,0.13,0.8,0.6,0,11,0.20754716981132076,42,0.7924528301886793,0.21428571428571427,0.3333333333333333,5,1,0,0.949999988079071,4.490000069141388,0
14/08/22,785,0.14,0.8,0.7,1,11,0.2037037037037037,43,0.7962962962962963,0.21428571428571427,0.3333333333333333,5,0,0,0.949999988079071,4.490000069141388,0
15/08/22,785,0.15,0.8,0.1,2,11,0.2,44,0.8,0.21428571428571427,0.3333333333333333,5,0,0,0.949999988079071,4.490000069141388,0
16/08/22,785,0.16,0.8,0.2,3,11,0.19642857142857142,45,0.8035714285714286,0.07142857142857142,0,5,0,0,0,4.490000069141388,0
17/08/22,785,0.17,0.8,0.3,4,11,0.19298245614035087,46,0.8070175438596491,0.07142857142857142,0,5,0,0,0,4.490000069141388,0
18/08/22,785,0.18,0.8,0.4,5,11,0.1896551724137931,47,0.8103448275862069,0.07142857142857142,0,5,0,0,0,4.490000069141388,0
19/08/22,785,0.19,0.8,0.5,6,11,0.1864406779661017,48,0.8135593220338984,0.07142857142857142,0,5,0,0,0,4.490000069141388,0
20/08/22,785,0.2,0.8,0.6,0,12,0.2,48,0.8,0.14285714285714285,0,5,1,0,0,4.490000069141388,0
21/08/22,785,0.21,0.8,0.7,1,12,0.19672131147540983,49,0.8032786885245902,0.14285714285714285,0,5,0,0,0,4.490000069141388,0
22/08/22,785,0.22,0.8,0.1,2,12,0.1935483870967742,50,0.8064516129032258,0.14285714285714285,0,5,0,0,0,4.490000069141388,0
23/08/22,785,0.23,0.8,0.2,3,12,0.19047619047619047,51,0.8095238095238095,0.14285714285714285,0,5,0,0,0,4.490000069141388,0
24/08/22,785,0.24,0.8,0.3,4,12,0.1875,52,0.8125,0.14285714285714285,0,5,0,0,0,4.490000069141388,0
25/08/22,785,0.25,0.8,0.4,5,12,0.18461538461538463,53,0.8153846153846154,0.14285714285714285,0,5,0,0,0,4.490000069141388,0
26/08/22,785,0.26,0.8,0.5,6,12,0.18181818181818182,54,0.8181818181818182,0.14285714285714285,0,5,0,0,0,4.490000069141388,0
27/08/22,785,0.27,0.8,0.6,0,13,0.19402985074626866,54,0.8059701492537313,0.14285714285714285,0.5,6,1,1,0.9800000190734863,5.470000088214874,0
28/08/22,785,0.28,0.8,0.7,1,13,0.19117647058823528,55,0.8088235294117647,0.14285714285714285,0.5,6,0,0,0.9800000190734863,5.470000088214874,0
29/08/22,785,0.29,0.8,0.1,2,13,0.18840579710144928,56,0.8115942028985508,0.14285714285714285,0.5,6,0,0,0.9800000190734863,5.470000088214874,0
30/08/22,785,0.3,0.8,0.2,0,14,0.2,56,0.8,0.2857142857142857,0.25,6,1,0,0.9800000190734863,5.470000088214874,0
31/08/22,785,0.31,0.8,0.3,1,14,0.19718309859154928,57,0.8028169014084507,0.2857142857142857,0.25,6,0,0,0.9800000190734863,5.470000088214874,0
01/09/22,785,0.01,0.9,0.4,2,14,0.19444444444444445,58,0.8055555555555556,0.2857142857142857,0.25,6,0,0,0.9800000190734863,5.470000088214874,0
02/09/22,785,0.02,0.9,0.5,3,14,0.1917808219178082,59,0.8082191780821918,0.2857142857142857,0.25,6,0,0,0.9800000190734863,5.470000088214874,0
03/09/22,785,0.03,0.9,0.6,0,15,0.20270270270270271,59,0.7972972972972973,0.42857142857142855,0.5,8,1,1,2.899999976158142,7.39000004529953,0
04/09/22,785,0.04,0.9,0.7,0,16,0.21333333333333335,59,0.7866666666666666,0.5,0.42857142857142855,8,1,0,2.899999976158142,7.39000004529953,0
05/09/22,785,0.05,0.9,0.1,1,16,0.21052631578947367,60,0.7894736842105263,0.5,0.42857142857142855,8,0,0,2.899999976158142,7.39000004529953,0
06/09/22,785,0.06,0.9,0.2,2,16,0.2077922077922078,61,0.7922077922077922,0.5,0.42857142857142855,8,0,0,2.899999976158142,7.39000004529953,0
07/09/22,785,0.07,0.9,0.3,0,17,0.21794871794871795,61,0.782051282051282,0.5714285714285714,0.375,8,1,0,2.899999976158142,7.39000004529953,0
08/09/22,785,0.08,0.9,0.4,1,17,0.21518987341772153,62,0.7848101265822784,0.5714285714285714,0.375,8,0,0,2.899999976158142,7.39000004529953,0
09/09/22,785,0.09,0.9,0.5,0,18,0.225,62,0.775,0.7857142857142857,0.36363636363636365,9,1.3333333333333333,1,3.899999976158142,8.39000004529953,0
10/09/22,785,0.1,0.9,0.6,1,18,0.2222222222222222,63,0.7777777777777778,0.7142857142857143,0.3,9,0,0,2.9199999570846558,8.39000004529953,0
11/09/22,785,0.11,0.9,0.7,2,18,0.21951219512195122,64,0.7804878048780488,0.7142857142857143,0.3,9,0,0,2.9199999570846558,8.39000004529953,0
12/09/22,785,0.12,0.9,0.1,3,18,0.21686746987951808,65,0.7831325301204819,0.7142857142857143,0.3,9,0,0,2.9199999570846558,8.39000004529953,0
13/09/22,785,0.13,0.9,0.2,4,18,0.21428571428571427,66,0.7857142857142857,0.5714285714285714,0.375,9,0,0,2.9199999570846558,8.39000004529953,0
14/09/22,785,0.14,0.9,0.3,5,18,0.21176470588235294,67,0.788235294117647,0.5714285714285714,0.375,9,0,0,2.9199999570846558,8.39000004529953,0
15/09/22,785,0.15,0.9,0.4,6,18,0.20930232558139536,68,0.7906976744186046,0.5714285714285714,0.375,9,0,0,2.9199999570846558,8.39000004529953,0
16/09/22,785,0.16,0.9,0.5,7,18,0.20689655172413793,69,0.7931034482758621,0.5714285714285714,0.375,9,0,0,2.9199999570846558,8.39000004529953,0
17/09/22,785,0.17,0.9,0.6,8,18,0.20454545454545456,70,0.7954545454545454,0.35714285714285715,0.2,9,0,0,1,8.39000004529953,0
18/09/22,785,0.18,0.9,0.7,9,18,0.20224719101123595,71,0.797752808988764,0.2857142857142857,0.25,9,0,0,1,8.39000004529953,0
19/09/22,785,0.19,0.9,0.1,0,19,0.2111111111111111,71,0.7888888888888889,0.35714285714285715,0.2,9,1,0,1,8.39000004529953,0
20/09/22,785,0.2,0.9,0.2,0,20,0.21978021978021978,71,0.7802197802197802,0.42857142857142855,0.16666666666666666,9,2,0,1,8.39000004529953,0
21/09/22,785,0.21,0.9,0.3,0,21,0.22826086956521738,71,0.7717391304347826,0.42857142857142855,0.3333333333333333,10,1,1,1.9700000286102295,9.36000007390976,0
22/09/22,785,0.22,0.9,0.4,1,21,0.22580645161290322,72,0.7741935483870968,0.42857142857142855,0.3333333333333333,10,0,0,1.9700000286102295,9.36000007390976,0
23/09/22,785,0.23,0.9,0.5,2,21,0.22340425531914893,73,0.776595744680851,0.21428571428571427,0.3333333333333333,10,0,0,0.9700000286102295,9.36000007390976,0
24/09/22,785,0.24,0.9,0.6,0,22,0.23157894736842105,73,0.7684210526315789,0.2857142857142857,0.25,10,2,0,0.9700000286102295,9.36000007390976,0
25/09/22,785,0.25,0.9,0.7,1,22,0.22916666666666666,74,0.7708333333333334,0.2857142857142857,0.25,10,0,0,0.9700000286102295,9.36000007390976,0
26/09/22,785,0.26,0.9,0.1,2,22,0.2268041237113402,75,0.7731958762886598,0.2857142857142857,0.25,10,0,0,0.9700000286102295,9.36000007390976,0
27/09/22,785,0.27,0.9,0.2,3,22,0.22448979591836735,76,0.7755102040816326,0.2857142857142857,0.25,10,0,0,0.9700000286102295,9.36000007390976,0
28/09/22,785,0.28,0.9,0.3,0,23,0.23232323232323232,76,0.7676767676767676,0.35714285714285715,0.2,10,2,0,0.9700000286102295,9.36000007390976,0
29/09/22,785,0.29,0.9,0.4,1,23,0.23,77,0.77,0.35714285714285715,0.2,10,0,0,0.9700000286102295,9.36000007390976,0
30/09/22,785,0.3,0.9,0.5,2,23,0.22772277227722773,78,0.7722772277227723,0.35714285714285715,0.2,10,0,0,0.9700000286102295,9.36000007390976,0
01/10/22,785,0.01,1,0.6,0,24,0.23529411764705882,78,0.7647058823529411,0.42857142857142855,0.3333333333333333,11,2,2,1.8200000524520874,10.210000097751617,0
02/10/22,785,0.02,1,0.7,1,24,0.23300970873786409,79,0.7669902912621359,0.42857142857142855,0.3333333333333333,11,0,0,1.8200000524520874,10.210000097751617,0
03/10/22,785,0.03,1,0.1,2,24,0.23076923076923078,80,0.7692307692307693,0.35714285714285715,0.4,11,0,0,1.8200000524520874,10.210000097751617,0
04/10/22,785,0.04,1,0.2,3,24,0.22857142857142856,81,0.7714285714285715,0.2857142857142857,0.5,11,0,0,1.8200000524520874,10.210000097751617,0
05/10/22,785,0.05,1,0.3,4,24,0.22641509433962265,82,0.7735849056603774,0.21428571428571427,0.3333333333333333,11,0,0,0.8500000238418579,10.210000097751617,0
06/10/22,785,0.06,1,0.4,5,24,0.22429906542056074,83,0.7757009345794392,0.21428571428571427,0.3333333333333333,11,0,0,0.8500000238418579,10.210000097751617,0
07/10/22,785,0.07,1,0.5,6,24,0.2222222222222222,84,0.7777777777777778,0.21428571428571427,0.3333333333333333,11,0,0,0.8500000238418579,10.210000097751617,0
08/10/22,785,0.08,1,0.6,7,24,0.22018348623853212,85,0.7798165137614679,0.14285714285714285,0.5,11,0,0,0.8500000238418579,10.210000097751617,0
09/10/22,785,0.09,1,0.7,0,25,0.22727272727272727,85,0.7727272727272727,0.21428571428571427,0.3333333333333333,11,1,0,0.8500000238418579,10.210000097751617,0
10/10/22,785,0.1,1,0.1,1,25,0.22522522522522523,86,0.7747747747747747,0.21428571428571427,0.3333333333333333,11,0,0,0.8500000238418579,10.210000097751617,0
11/10/22,785,0.11,1,0.2,2,25,0.22321428571428573,87,0.7767857142857143,0.21428571428571427,0.3333333333333333,11,0,0,0.8500000238418579,10.210000097751617,0
12/10/22,785,0.12,1,0.3,3,25,0.22123893805309736,88,0.7787610619469026,0.14285714285714285,0.5,11,0,0,0.8500000238418579,10.210000097751617,0
13/10/22,785,0.13,1,0.4,0,26,0.22807017543859648,88,0.7719298245614035,0.35714285714285715,0.4,12,1,1,1.6899999976158142,11.050000071525574,0
14/10/22,785,0.14,1,0.5,1,26,0.22608695652173913,89,0.7739130434782608,0.35714285714285715,0.4,12,0,0,1.6899999976158142,11.050000071525574,0
15/10/22,785,0.15,1,0.6,2,26,0.22413793103448276,90,0.7758620689655172,0.2857142857142857,0.25,12,0,0,0.8399999737739563,11.050000071525574,0
16/10/22,785,0.16,1,0.7,3,26,0.2222222222222222,91,0.7777777777777778,0.2857142857142857,0.25,12,0,0,0.8399999737739563,11.050000071525574,0
17/10/22,785,0.17,1,0.1,0,27,0.2288135593220339,91,0.7711864406779662,0.42857142857142855,0.16666666666666666,12,3,0,0.8399999737739563,11.050000071525574,0
18/10/22,785,0.18,1,0.2,0,28,0.23529411764705882,91,0.7647058823529411,0.5,0.14285714285714285,12,3,0,0.8399999737739563,11.050000071525574,0
19/10/22,785,0.19,1,0.3,0,29,0.24166666666666667,91,0.7583333333333333,0.5714285714285714,0.125,12,3,0,0.8399999737739563,11.050000071525574,0
20/10/22,785,0.2,1,0.4,1,29,0.2396694214876033,92,0.7603305785123967,0.5714285714285714,0.125,12,0,0,0.8399999737739563,11.050000071525574,0
21/10/22,785,0.21,1,0.5,2,29,0.23770491803278687,93,0.7622950819672131,0.5714285714285714,0.125,12,0,0,0.8399999737739563,11.050000071525574,0
22/10/22,785,0.22,1,0.6,3,29,0.23577235772357724,94,0.7642276422764228,0.5714285714285714,0.125,12,0,0,0.8399999737739563,11.050000071525574,0
23/10/22,785,0.23,1,0.7,4,29,0.23387096774193547,95,0.7661290322580645,0.5,0.14285714285714285,12,0,0,0.8399999737739563,11.050000071525574,0
24/10/22,785,0.24,1,0.1,5,29,0.232,96,0.768,0.5,0.14285714285714285,12,0,0,0.8399999737739563,11.050000071525574,0
25/10/22,785,0.25,1,0.2,0,30,0.23809523809523808,96,0.7619047619047619,0.5714285714285714,0.125,12,3,0,0.8399999737739563,11.050000071525574,0
26/10/22,785,0.26,1,0.3,0,31,0.2440944881889764,96,0.7559055118110236,0.6428571428571429,0.1111111111111111,12,3,0,0.8399999737739563,11.050000071525574,0
27/10/22,785,0.27,1,0.4,0,32,0.25,96,0.75,0.5,0,12,3,0,0,11.050000071525574,0
28/10/22,785,0.28,1,0.5,1,32,0.24806201550387597,97,0.751937984496124,0.5,0,12,0,0,0,11.050000071525574,0
29/10/22,785,0.29,1,0.6,2,32,0.24615384615384617,98,0.7538461538461538,0.5,0,12,0,0,0,11.050000071525574,0
30/10/22,785,0.3,1,0.7,0,33,0.25190839694656486,98,0.7480916030534351,0.5714285714285714,0,12,3,0,0,11.050000071525574,0
31/10/22,785,0.31,1,0.1,1,33,0.25,99,0.75,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
01/11/22,785,0.01,1.1,0.2,0,34,0.2556390977443609,99,0.7443609022556391,0.5,0,12,4,0,0,11.050000071525574,0
02/11/22,785,0.02,1.1,0.3,1,34,0.2537313432835821,100,0.746268656716418,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
03/11/22,785,0.03,1.1,0.4,2,34,0.2518518518518518,101,0.7481481481481481,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
04/11/22,785,0.04,1.1,0.5,3,34,0.25,102,0.75,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
05/11/22,785,0.05,1.1,0.6,4,34,0.24817518248175183,103,0.7518248175182481,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
06/11/22,785,0.06,1.1,0.7,5,34,0.2463768115942029,104,0.7536231884057971,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
07/11/22,785,0.07,1.1,0.1,6,34,0.2446043165467626,105,0.7553956834532374,0.42857142857142855,0,12,0,0,0,11.050000071525574,0
08/11/22,785,0.08,1.1,0.2,7,34,0.24285714285714285,106,0.7571428571428571,0.35714285714285715,0,12,0,0,0,11.050000071525574,0
09/11/22,785,0.09,1.1,0.3,8,34,0.24113475177304963,107,0.7588652482269503,0.2857142857142857,0,12,0,0,0,11.050000071525574,0
10/11/22,785,0.1,1.1,0.4,9,34,0.23943661971830985,108,0.7605633802816901,0.21428571428571427,0,12,0,0,0,11.050000071525574,0
11/11/22,785,0.11,1.1,0.5,10,34,0.23776223776223776,109,0.7622377622377622,0.21428571428571427,0,12,0,0,0,11.050000071525574,0
12/11/22,785,0.12,1.1,0.6,11,34,0.2361111111111111,110,0.7638888888888888,0.21428571428571427,0,12,0,0,0,11.050000071525574,0
13/11/22,785,0.13,1.1,0.7,12,34,0.23448275862068965,111,0.7655172413793103,0.14285714285714285,0,12,0,0,0,11.050000071525574,0
14/11/22,785,0.14,1.1,0.1,0,35,0.23972602739726026,111,0.7602739726027398,0.2857142857142857,0,12,3,0,0,11.050000071525574,0
15/11/22,785,0.15,1.1,0.2,0,36,0.24489795918367346,111,0.7551020408163265,0.21428571428571427,0,12,3,0,0,11.050000071525574,0
16/11/22,785,0.16,1.1,0.3,1,36,0.24324324324324326,112,0.7567567567567568,0.21428571428571427,0,12,0,0,0,11.050000071525574,0
17/11/22,785,0.17,1.1,0.4,2,36,0.24161073825503357,113,0.7583892617449665,0.21428571428571427,0,12,0,0,0,11.050000071525574,0
18/11/22,785,0.18,1.1,0.5,0,37,0.24666666666666667,113,0.7533333333333333,0.2857142857142857,0,12,3,0,0,11.050000071525574,1
19/11/22,785,0.19,1.1,0.6,1,37,0.24503311258278146,114,0.7549668874172185,0.2857142857142857,0,12,0,0,0,11.050000071525574,1
22/06/22,789,0.22,0.6,0.3,0,1,1,0,0,0.5,0.2857142857142857,2,1.8571428571428572,2,1.6399999856948853,1.6399999856948853,0
23/06/22,789,0.23,0.6,0.4,0,2,1,0,0,0.8571428571428571,0.25,3,1.4,1,2.6399999856948853,2.6399999856948853,0
24/06/22,789,0.24,0.6,0.5,0,3,1,0,0,0.9285714285714286,0.23076923076923078,3,3,0,2.6399999856948853,2.6399999856948853,0
25/06/22,789,0.25,0.6,0.6,0,4,1,0,0,1,0.21428571428571427,3,3,0,2.6399999856948853,2.6399999856948853,0
26/06/22,789,0.26,0.6,0.7,1,4,0.8,1,0.2,1,0.21428571428571427,3,0,0,2.6399999856948853,2.6399999856948853,0
27/06/22,789,0.27,0.6,0.1,0,5,0.8333333333333334,1,0.16666666666666666,1.0714285714285714,0.2,3,3,0,2.6399999856948853,2.6399999856948853,0
28/06/22,789,0.28,0.6,0.2,0,6,0.8571428571428571,1,0.14285714285714285,1.1428571428571428,0.1875,3,3,0,2.6399999856948853,2.6399999856948853,0
29/06/22,789,0.29,0.6,0.3,0,7,0.875,1,0.125,1.2857142857142858,0.16666666666666666,3,3,0,2.6399999856948853,2.6399999856948853,0
30/06/22,789,0.3,0.6,0.4,1,7,0.7777777777777778,2,0.2222222222222222,1.2857142857142858,0.16666666666666666,3,0,0,2.6399999856948853,2.6399999856948853,0
01/07/22,789,0.01,0.7,0.5,0,8,0.8,2,0.2,1.4285714285714286,0.15,3,3,0,2.6399999856948853,2.6399999856948853,0
02/07/22,789,0.02,0.7,0.6,1,8,0.7272727272727273,3,0.2727272727272727,1.4285714285714286,0.15,3,0,0,2.6399999856948853,2.6399999856948853,0
03/07/22,789,0.03,0.7,0.7,2,8,0.6666666666666666,4,0.3333333333333333,1.4285714285714286,0.15,3,0,0,2.6399999856948853,2.6399999856948853,0
04/07/22,789,0.04,0.7,0.1,0,9,0.6923076923076923,4,0.3076923076923077,1.6428571428571428,0.13043478260869565,3,3,0,2.6399999856948853,2.6399999856948853,0
05/07/22,789,0.05,0.7,0.2,0,10,0.7142857142857143,4,0.2857142857142857,2,0.10714285714285714,3,3,0,2.6399999856948853,2.6399999856948853,0
06/07/22,789,0.06,0.7,0.3,0,11,0.7333333333333333,4,0.26666666666666666,1.7142857142857142,0.041666666666666664,3,3,0,1,2.6399999856948853,0
07/07/22,789,0.07,0.7,0.4,0,12,0.75,4,0.25,1.4285714285714286,0,3,3,0,0,2.6399999856948853,0
08/07/22,789,0.08,0.7,0.5,1,12,0.7058823529411765,5,0.29411764705882354,1.3571428571428572,0,3,0,0,0,2.6399999856948853,0
09/07/22,789,0.09,0.7,0.6,2,12,0.6666666666666666,6,0.3333333333333333,1.2857142857142858,0,3,0,0,0,2.6399999856948853,0
10/07/22,789,0.1,0.7,0.7,3,12,0.631578947368421,7,0.3684210526315789,1.2857142857142858,0,3,0,0,0,2.6399999856948853,0
11/07/22,789,0.11,0.7,0.1,0,13,0.65,7,0.35,1.2857142857142858,0,3,3,0,0,2.6399999856948853,0
12/07/22,789,0.12,0.7,0.2,0,14,0.6666666666666666,7,0.3333333333333333,1.2857142857142858,0,3,3,0,0,2.6399999856948853,0
13/07/22,789,0.13,0.7,0.3,1,14,0.6363636363636364,8,0.36363636363636365,1.1428571428571428,0,3,0,0,0,2.6399999856948853,0
14/07/22,789,0.14,0.7,0.4,2,14,0.6086956521739131,9,0.391304347826087,1.1428571428571428,0,3,0,0,0,2.6399999856948853,0
15/07/22,789,0.15,0.7,0.5,0,15,0.625,9,0.375,1.3571428571428572,0.05263157894736842,4,3,3,0.9900000095367432,3.6299999952316284,0
16/07/22,789,0.16,0.7,0.6,0,16,0.64,9,0.36,1.5,0.047619047619047616,4,3,0,0.9900000095367432,3.6299999952316284,0
17/07/22,789,0.17,0.7,0.7,1,16,0.6153846153846154,10,0.38461538461538464,1.5,0.047619047619047616,4,0,0,0.9900000095367432,3.6299999952316284,0
18/07/22,789,0.18,0.7,0.1,0,17,0.6296296296296297,10,0.37037037037037035,1.4285714285714286,0.05,4,3,0,0.9900000095367432,3.6299999952316284,0
